Name,Url,Cuisines,Review_no,Price_range,Address,Phone_no.,Operating_hours,Rating,Image_url,Area,Latlng
Knots Cafe and Living,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d11750565-Reviews-Knots_Cafe_and_Living-Singapore.html,Cafe,108,$$,"160 Paya Lebar Road #01-07 Orion @ Paya Lebar, Singapore 409022",6568170383,"{""Sunday"":[""0900-2100""],""Monday"":[""0900-2100""], ""Tuesday"":[""0900-2100""],""Wednesday"":[""0900-2100""],""Thursday"":[""0900-2100""],""Friday"":[""0900-2200""],""Saturday"":[""0900-2200""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/1c/82/c7/f3/sunday-brunch.jpg,Macpherson,"1.32931525093091,103.890326390559"
La Pizzaiola,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3856125-Reviews-La_Pizzaiola-Singapore.html,"Italian,Pizza,European",104,$$,"15/3 Jalan Riang, Singapore 358987",6562825031,"{""Sunday"":[""1100-1430"",""1745-2230""],""Monday"":[""1100-1430"",""1745-2230""],""Tuesday"":[""1100-1430"",""1745-2230""],""Wednesday"":[""1100-1430"",""1745-2230""],""Thursday"":[""1100-1430"",""1745-2230""],""Friday"":[""1100-1430"",""1745-2230""],""Saturday"":[""1100-1430"",""1745-2230""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/0d/ef/88/6e/restaurant-exterior.jpg,Braddell,"1.347475867453,103.867435560012"
Yeo Keng Nam Traditional Hainanese Chicken Rice,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3569692-Reviews-Yeo_Keng_Nam_Traditional_Hainanese_Chicken_Rice-Singapore.html,Asian,25,$,"8 Braddell Road, Singapore 359898",6562834153,"{""Sunday"":[""1000-2100""],""Monday"":[""1000-2100""],""Tuesday"":[""1000-2100""],""Wednesday"":[""1000-2100""],""Thursday"":[""1000-2100""],""Friday"":[""1000-2100""],""Saturday"":[""1000-2100""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/09/d9/b2/60/yeo-keng-nam-traditional.jpg,Braddell,"1.3435115094967,103.870254978793"
Teochew Handmade Pau,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1436923-Reviews-Teochew_Handmade_Pau-Singapore.html,Chinese,13,$,"Blk 127 Lorong 1 Toa Payoh #02-02, Singapore 310127",6598295217,"{""Sunday"":[""0600-1200""],""Monday"":[],""Tuesday"":[""0600-1400""],""Wednesday"":[""0600-1400""],""Thursday"":[""0600-1400""],""Friday"":[""0600-1400""],""Saturday"":[""0600-1400""]}",3.5,https://media-cdn.tripadvisor.com/media/photo-s/13/b2/40/3c/main-branch.jpg,Braddell,"1.33804625287728,103.844733922883"
Pasir Panjang Food Centre,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d10191819-Reviews-Pasir_Panjang_Food_Centre-Singapore.html,"Barbecue,Asian,Singaporean",39,$,"1 Geylang Lorong 23, Highpoint Block 6, Singapore 388352",6567451248,"{""Sunday"":[""1130-0000""],""Monday"":[""1130-0000""],""Tuesday"":[""1130-0000""],""Wednesday"":[""1130-0000""],""Thursday"":[""1130-0000""],""Friday"":[""1130-0000""],""Saturday"":[""1130-0000""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/03/3b/73/1a/old-ponggol-international.jpg,Potong Pasir,"1.31351376184823,103.880968253124"
Mongkok Dim Sum @ Geylang,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d10191819-Reviews-Pasir_Panjang_Food_Centre-Singapore.html,"Barbecue,Asian,Singaporean",39,$,"1 Geylang Lorong 23, Highpoint Block 6, Singapore 388352",6567451248,"{""Sunday"":[""1130-0000""],""Monday"":[""1130-0000""],""Tuesday"":[""1130-0000""],""Wednesday"":[""1130-0000""],""Thursday"":[""1130-0000""],""Friday"":[""1130-0000""],""Saturday"":[""1130-0000""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/0d/fa/47/58/photo1jpg.jpg,Geyland,"1.31351376184823,103.880968253124"
Geylang Claypot Rice,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d8720873-Reviews-Geylang_Claypot_Rice-Singapore.html,"Chinese,Asian",50,$$,"639 Geylang Road Lorong 33, Singapore 389570",6567444574,"{""Sunday"":[""1000-2100""],""Monday"":[""1000-2100""],""Tuesday"":[""1000-2100""],""Wednesday"":[""1000-2100""],""Thursday"":[""1000-2100""],""Friday"":[""1000-2100""],""Saturday"":[""1000-2100""]}",4,https://media-cdn.tripadvisor.com/media/photo-p/1c/b7/f2/40/photo0jpg.jpg,Geyland,"1.31442465394781,103.887819769016"
Old Geylang,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3694790-Reviews-Old_Geylang-Singapore.html,"Chinese,Seafood,Asian",29,$$,"1 Geylang Lorong 23, Highpoint Block 6, Singapore 388352",6567451284,"{""Sunday"":[""1130-0000""],""Monday"":[""1130-0000""],""Tuesday"":[""1130-0000""],""Wednesday"":[""1130-0000""],""Thursday"":[""1130-0000""],""Friday"":[""1130-0000""],""Saturday"":[""1130-0000""]}",4,https://media-cdn.tripadvisor.com/media/photo-p/0a/4b/24/77/chilli-salted-egg-crab.jpg,Geyland,"1.31351376184823,103.880968253124"
Old Bibik's Peranakan Kitchen,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d4293788-Reviews-Old_Bibik_s_Peranakan_Kitchen-Singapore.html,"Chinese,Asian,Singaporean",49,$$,"328 Joo Chiat Road #01-02, Singapore 427585",6584507996,"{""Sunday"":[""1200-2200""],""Monday"":[""1200-2200""],""Tuesday"":[""1200-2200""],""Wednesday"":[""1200-2200""],""Thursday"":[""1200-2200""],""Friday"":[""1200-2200""],""Saturday"":[""1200-2200""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/1b/35/dc/eb/tok-panjang-a-long-table.jpg,Eunos,"1.3089072395437,103.902325960597"
VeganBurg,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d2163858-Reviews-VeganBurg-Singapore.html,"Quick Bites,American,Fast food",178,$$,"44 Jalan Eunos, Singapore 419502",6568446868,"{""Sunday"":[""1130-2200""],""Monday"":[""1130-2200""],""Tuesday"":[""1130-2200""],""Wednesday"":[""1130-2200""],""Thursday"":[""1130-2200""],""Friday"":[""1130-2200""],""Saturday"":[""1130-2200""]}",4,https://media-cdn.tripadvisor.com/media/photo-p/1c/71/ac/99/photo2jpg.jpg,Eunos,"1.32097941187296,103.905512552867"
Le Chasseur,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d2344482-Reviews-Le_Chasseur-Singapore.html,"Chinese,Asian,Singaporean",38,$$,"27 Eunos Road 2 Eunos Industrial Estate, Singapore 409387",6563377677,"{""Sunday"":[""1100-2300""],""Monday"":[""1100-2300""],""Tuesday"":[""1100-2300""],""Wednesday"":[""1100-2300""],""Thursday"":[""1100-2300""],""Friday"":[""1100-2300""],""Saturday"":[""1100-2300""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/02/e7/13/fc/le-chasseur.jpg,Eunos,"1.32074719644706,103.899635139079"
Penang Food Restaurant,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d2538617-Reviews-Penang_Food_Restaurant-Singapore.html,"Chinese,Asian,Singaporean",55,$$,"76 Lorong 25a Geylang #05-42/45, Singapore 388258",6568413002,"{""Sunday"":[""1200-1500""],""Monday"":[],""Tuesday"":[],""Wednesday"":[],""Thursday"":[],""Friday"":[],""Saturday"":[]}",4,https://media-cdn.tripadvisor.com/media/photo-s/0d/8d/9c/fc/caption.jpg,Aljunied,"1.31585927265741,103.88332608866"
The Ranch,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d4452350-Reviews-The_Ranch-Singapore.html,"Italian,American,International",44,$$,"71 Lorong 27 Geylang, Singapore 388191",6567470788,"{""Sunday"":[""1100-0000""],""Monday"":[""1100-0000""],""Tuesday"":[""1100-0000""],""Wednesday"":[""1100-0000""],""Thursday"":[""1100-0000""],""Friday"":[""1100-0000""],""Saturday"":[""1100-0000""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/0f/1c/59/e5/img-20170413-wa0000-largejpg.jpg,Aljunied,"1.31623480107117,103.883741875288"
Ho Kee Pau,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d4041875-Reviews-Ho_Kee_Pau-Singapore.html,"Chinese,Asian",26,$,"43 Lorong 27 Geylang, Singapore 388176",6567421468,"{""Sunday"":[],""Monday"":[],""Tuesday"":[],""Wednesday"":[],""Thursday"":[],""Friday"":[],""Saturday"":[]}",3.5,https://media-cdn.tripadvisor.com/media/photo-f/08/f0/8a/13/ho-kee-pau.jpg,Aljunied,"1.31540016726387,103.883548120464"
Katong Kitchen,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5429831-Reviews-Katong_Kitchen-Singapore.html,"International,Asian,Singaporean",259,$$,"25 Marine Parade Village Hotel Katong Village Hotel Katong Level 4, Singapore 449536",6565512141,"{""Sunday"":[""1200-1500"",""1830-2200""],""Monday"":[""1200-1500"",""1830-2200""],""Tuesday"":[""1200-1500"",""1830-2200""],""Wednesday"":[""1200-1500"",""1830-2200""],""Thursday"":[""1200-1500"",""1830-2200""],""Friday"":[""1200-1500"",""1830-2200""],""Saturday"":[""1200-1500"",""1830-2200""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/13/09/2f/75/katong-kitchen-interior.jpg,Katong,"1.30377937020921,103.90291224848"
328 Katong Laksa,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1144394-Reviews-328_Katong_Laksa-Singapore.html,"Quick Bites,Fast food,Asian",620,$,"216 East Coast Road, Singapore 428914",6597328163,"{""Sunday"":[""0800-2100""],""Monday"":[""0800-2100""],""Tuesday"":[""0800-2100""],""Wednesday"":[""0800-2100""],""Thursday"":[""0800-2100""],""Friday"":[""0800-2100""],""Saturday"":[""0800-2100""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/10/f1/1d/09/photo1jpg.jpg,Katong,"1.30731674685177,103.907346502344"
Brotzeit (Katong),https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7216235-Reviews-Brotzeit_Katong-Singapore.html,"German,Bar,European",97,$$,"126 East Coast Road, Singapore 428811",6563487050,"{""Sunday"":[""1100-2230""],""Monday"":[""1100-2130""],""Tuesday"":[""1100-2230""],""Wednesday"":[""1100-2230""],""Thursday"":[""1100-2230""],""Friday"":[""1100-2230""],""Saturday"":[""1100-2230""]}",4,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7216235-Reviews-Brotzeit_Katong-Singapore.html,Katong,"1.30592054777922,103.90522882512"
The 1925 Brewing Co. Joo Chiat,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d6778564-Reviews-The_1925_Brewing_Co_Joo_Chiat-Singapore.html,"Chinese,Bar,Grill",97,$$,"261 Joo Chiat Road, Singapore 427515",6569091425,"{""Sunday"":[""1600-0000""],""Monday"":[""1100-1500"",""1600-0000""],""Tuesday"":[""1100-1500"",""1600-0000""],""Wednesday"":[""1100-1500"",""1600-0000""],""Thursday"":[""1100-1500"",""1600-0000""],""Friday"":[""1100-1500"",""1600-0000""],""Saturday"":[""1100-1500"",""1600-0000""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/16/1c/ff/56/the-1925-brewing-co-joo.jpg,Joo Chiat,"1.31052110248221,103.901732823968"
Joo Chiat Place Fried Kway Teow,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1146768-Reviews-Joo_Chiat_Place_Fried_Kway_Teow-Singapore.html,Chinese,10,$,"59 Joo Chiat Place Katong, Singapore 427783",,"{""Sunday"":[""1030-2030""],""Monday"":[""1100-2030""],""Tuesday"":[""1100-2030""],""Wednesday"":[""1100-2030""],""Thursday"":[""1100-2030""],""Friday"":[""1100-2030""],""Saturday"":[""1100-2030""]}",4,https://media-cdn.tripadvisor.com/media/photo-f/0d/bd/fc/eb/20161126-152333-largejpg.jpg,Joo Chiat,"1.31359319953634,103.901266362397"
Joo Chiat Chiap Kee,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d4171407-Reviews-Joo_Chiat_Chiap_Kee-Singapore.html,Chinese,3,$,"546 Bedok North Street 3 Floor Bedok North Green Bedok North Street 3, Singapore 460546",,"{""Sunday"":[""1000-2200""],""Monday"":[""1000-2200""],""Tuesday"":[""1000-2200""],""Wednesday"":[""1000-2200""],""Thursday"":[""1000-2200""],""Friday"":[""1000-2200""],""Saturday"":[""1000-2200""]}",3.5,https://media-cdn.tripadvisor.com/media/photo-s/0b/d7/32/b6/20160704-102938-largejpg.jpg,Joo Chiat,"1.33082005919243,103.925595840288"
Bedok Food Centre,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d969084-Reviews-Bedok_Food_Centre-Singapore.html,"Asian,Singaporean",35,$,"1 Bedok Road Bedok Food Centre, Singapore 469572",,"{""Sunday"":[""0600-2330""],""Monday"":[""0600-2330""],""Tuesday"":[""0600-2330""],""Wednesday"":[""0600-2330""],""Thursday"":[""0600-2330""],""Friday"":[""0600-2330""],""Saturday"":[""0600-2330""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/0e/f1/ca/5c/bedok-corner.jpg,Bedok,"1.32034716834128,103.955480570427"
Burp Kitchen & Bar ,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d8813654-Reviews-Burp_Kitchen_Bar_Bedok_Reservoir-Singapore.html,"Mexican,American,Bar",42,$$,"740 Bedok Reservoir Road #01-3165, Singapore 470740",6584284722,"{""Sunday"":[""1200-0000""],""Monday"":[""1600-0000""],""Tuesday"":[""1600-0000""],""Wednesday"":[""1600-0000""],""Thursday"":[""1600-0000""],""Friday"":[""1600-0000""],""Saturday"":[""1200-0000""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/16/6f/ec/d1/20190210-134150-largejpg.jpg,Bedok,"1.3380258563727,103.922835001967"
Spize@Bedok,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d848776-Reviews-Spize_Bedok-Singapore.html,Seafood,101,$$,"336/338 Bedok Road Bedok Shopping Complex, Singapore 469512",6563377493,"{""Sunday"":[""1100-0400""],""Monday"":[""1100-0400""],""Tuesday"":[""1100-0400""],""Wednesday"":[""1100-0400""],""Thursday"":[""1100-0400""],""Friday"":[""1100-0430""],""Saturday"":[""1100-0430""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/18/ce/8a/82/spize-bedok.jpg,Bedok,"1.33126391405609,103.948000657967"
Jumbo Seafood,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1062685-Reviews-JUMBO_Seafood_East_Coast_Seafood_Centre-Singapore.html,"Chinese,Seafood,Asian",3975,$$,"Blk 1206 East Coast Parkway East Coast Seafood Centre Floor 01 Unit 08 07 Level 1 Unit 07/08, Singapore 449883",6564423435,"{""Sunday"":[""1100-2100""],""Monday"":[""1100-2100""],""Tuesday"":[""1100-2100""],""Wednesday"":[""1100-2100""],""Thursday"":[""1100-2100""],""Friday"":[""1100-2100""],""Saturday"":[""1100-2100""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/11/26/71/74/jumbo-seafood-east-coast.jpg,Upper East Coast,"1.30524568309751,103.930539926216"
East Coast Lagoon Food Centre,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d775153-Reviews-East_Coast_Lagoon_Food_Centre-Singapore.html,"Seafood,Asian,Singaporean",101,$$,"East Coast Park Service Rd, Singapore 468960",,"{""Sunday"":[""1300-2300""],""Monday"":[""1300-2200""],""Tuesday"":[""1300-2200""],""Wednesday"":[""1300-2200""],""Thursday"":[""1300-2200""],""Friday"":[""1300-2300""],""Saturday"":[""1300-2300""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/01/a0/1a/2b/sitzplatze-und-verkaufsstande.jpg,Upper East Coast,"1.30690573552745,103.935137935777"
Etna Italian Restaurant,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3447378-Reviews-Etna_Italian_Restaurant_Upper_East_Coast-Singapore.html,"Italian,Vegetarian Friendly,Vegan Options",233,$$,"110, Upper East Coast Road, Singapore 455298",6564449530,"{""Sunday"":[""1200-1430"",""1830-2200""],""Monday"":[""1200-1430"",""1830-2200""],""Tuesday"":[""1200-1430"",""1830-2200""],""Wednesday"":[""1200-1430"",""1830-2200""],""Thursday"":[""1200-1430"",""1830-2200""],""Friday"":[""1200-1430"",""1830-2200""],""Saturday"":[""1200-1430"",""1830-2200""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/04/72/62/40/etna-italian-restaurant.jpg,Upper East Coast,"1.31316934203827,103.929305198346"
Hong Kong Soya Sauce Chicken Rice & Noodle,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5424329-Reviews-Hong_Kong_Soya_Sauce_Chicken_Rice_Noodle-Singapore.html,"Quick Bites,Chinese,Asian",601,$,"78 Smith Street, Singapore 058972",,"{""Sunday"":[""1100-2100""],""Monday"":[""1100-2100""],""Tuesday"":[""1100-2100""],""Wednesday"":[""1100-2100""],""Thursday"":[""1100-2100""],""Friday"":[""1100-2100""],""Saturday"":[""1100-2100""]}",3.5,https://media-cdn.tripadvisor.com/media/photo-s/05/9c/d3/72/drumstick-noodle-at-02.jpg,Eastwood,"1.28318669019071,103.842963462607"
J Co Donuts & Coffee,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1119201-Reviews-J_Co_Donuts_Coffee-Singapore.html,"Bakeries,Cafe",77,$$,"252 North Bridge Road Raffles City Shopping Centre, Singapore 179103",6563334258,"{""Sunday"":[""0900-1930""],""Monday"":[""0900-1930""],""Tuesday"":[""0900-1930""],""Wednesday"":[""0900-1930""],""Thursday"":[""0900-1930""],""Friday"":[""0900-1930""],""Saturday"":[""0900-1930""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/10/e9/8a/5e/photo1jpg.jpg,Eastwood,"1.29376028134073,103.852768324281"
Craftsmen Specialty Coffee,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d9764230-Reviews-Craftsmen_Specialty_Coffee-Singapore.html,"Dessert,Cafe",12,$$,"20 Eastwood Road Eastwood Centre #01-06 Eastwood Centre, Singapore 486442",6596580769,"{""Sunday"":[""0900-1930""],""Monday"":[""0900-1930""],""Tuesday"":[""0900-1930""],""Wednesday"":[""0900-1930""],""Thursday"":[""0900-1930""],""Friday"":[""0900-1930""],""Saturday"":[""0900-1930""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/0f/96/06/bc/photo1jpg.jpg,Eastwood,"1.32154249881548,103.955535617961"
Kew Garden Restaurant,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d2338720-Reviews-Kew_Garden_Restaurant-Singapore.html,Chinese,10,$,"315 Outram Road # 02 Tan Boon Liat Building 313, Singapore 169074",,"{""Sunday"":[""1100-0030""],""Monday"":[""1100-0030""],""Tuesday"":[""1100-0030""],""Wednesday"":[""1100-0030""],""Thursday"":[""1100-0030""],""Friday"":[""1100-0130""],""Saturday"":[""1100-0130""]}",3.5,https://media-cdn.tripadvisor.com/media/photo-s/10/41/99/d0/photo5jpg.jpg,Kew Drive,"1.28730201855326,103.833998056127"
The Bark Cafe,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1105436-Reviews-The_Bark_Cafe-Singapore.html,"Bar,Cafe,Singaporean",140,$$,"1000 Upper Changi Road North, Singapore 507707",6565454118,"{""Sunday"":[""1100-0030""],""Monday"":[""1100-0030""],""Tuesday"":[""1100-0030""],""Wednesday"":[""1100-0030""],""Thursday"":[""1100-0030""],""Friday"":[""1100-0130""],""Saturday"":[""1100-0130""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/0f/0a/81/1c/photo2jpg.jpg,Loyang,"1.36204270389405,103.974006075635"
555 Villa Thai,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12496335-Reviews-555_Villa_Thai-Singapore.html,Western,31,$$,"30 Cosford Road off Upper Changi Road North, Singapore 499550",6597715210,"{""Sunday"":[""1700-0100""],""Monday"":[""1700-0100""],""Tuesday"":[""1700-0100""],""Wednesday"":[""1700-0100""],""Thursday"":[""1700-0100""],""Friday"":[""1700-0100""],""Saturday"":[""1700-0100""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/1b/e4/6b/66/img-20200826-194036-largejpg.jpg,Loyang,"1.36531822629962,103.981193219252"
64 Loyang Way Big Prawn Noodles,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d19799406-Reviews-64_Loyang_Way_Big_Prawn_Noodles-Singapore.html,"Asian,Singaporean",3,$,"64 Loyang Way, Singapore 508754",6590833320,"{""Sunday"":[""1100-2200""],""Monday"":[""1100-2200""],""Tuesday"":[""1100-2200""],""Wednesday"":[""1100-2200""],""Thursday"":[""1100-2200""],""Friday"":[""1100-2200""],""Saturday"":[""1100-2200""]}",4.5,https://media-cdn.tripadvisor.com/media/photo-s/1c/c6/ff/6c/noodles.jpg,Loyang,"1.38387929997423,103.97396763261"
Kambing Bakar Cairo,https://www.tripadvisor.com.sg/Restaurant_Review-g11890205-d12412916-Reviews-Kambing_Bakar_Cairo-Changi.html,"Mediterranean,Barbecue,Grill",3,$,"5 Changi Village Road #01-2019, Changi 500005",6591009729,"{""Sunday"":[""1100-2300""],""Monday"":[""1100-2300""],""Tuesday"":[""1100-2300""],""Wednesday"":[""1100-2300""],""Thursday"":[""1100-2300""],""Friday"":[""1100-2300""],""Saturday"":[""1100-2300""]}",4.5,https://media-cdn.tripadvisor.com/media/photo-s/0f/52/04/da/exterior.jpg,Changi,"1.38885339963623,103.986845986484"
HeritageOne,https://www.tripadvisor.com.sg/Restaurant_Review-g11890205-d14081975-Reviews-HeritageOne-Changi.html,"Indian,Bar,Asian",6,$,"Roof Garden, UE Biz Hub East Convention Centre, Changi 486016",6590670040,"{""Sunday"":[""1130-2330""],""Monday"":[""1130-2330""],""Tuesday"":[""1130-2330""],""Wednesday"":[""1130-2330""],""Thursday"":[""1130-2330""],""Friday"":[""1130-2330""],""Saturday"":[""1130-2330""]}",4.5,https://media-cdn.tripadvisor.com/media/photo-s/17/00/39/83/come-try-our-special.jpg,Changi,"1.33539717253218,103.963174171587"
Tang Tea House Changi,https://www.tripadvisor.com.sg/Restaurant_Review-g11890205-d13452066-Reviews-Tang_Tea_House_Changi-Changi.html,"Chinese,Seafood,Asian",18,$$,"57 Lorong Bekukong Changi Village, Changi 499173",6563864859,"{""Sunday"":[""1100-0000""],""Monday"":[""1100-0000""],""Tuesday"":[""1100-0000""],""Wednesday"":[""1100-0000""],""Thursday"":[""1100-0000""],""Friday"":[""1100-0000""],""Saturday"":[""1100-0000""]}",3.5,https://media-cdn.tripadvisor.com/media/photo-s/17/e8/54/85/photo2jpg.jpg,Changi,"1.39011508765382,103.987978249366"
LOR Duck,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d13823403-Reviews-LOR_Duck-Singapore.html,"Chinese,Asian",13,$$,"3 Simei Street 6 #01-33 Eastpoint Mall Eastpoint Shopping Centre, Singapore 528833",6581880381,"{""Sunday"":[""1000-2200""],""Monday"":[""1000-2200""],""Tuesday"":[""1000-2200""],""Wednesday"":[""1000-2200""],""Thursday"":[""1000-2200""],""Friday"":[""1000-2200""],""Saturday"":[""1000-2200""]}",3,https://media-cdn.tripadvisor.com/media/photo-s/12/fd/13/59/entrance.jpg,Simei,"1.34270618908191,103.953024500209"
Hanis Cafe & Bakery,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5790438-Reviews-Hanis_Cafe_Bakery-Singapore.html,"Bakeries,Asian",11,$$,"3 Simei Street 6 #1-20 Eastpoint Mall #B1-20 Eastpoint Mall, Singapore 528833",6567845148,"{""Sunday"":[""1100-1400"",""1730-2200""],""Monday"":[""1100-1400"",""1730-2200""],""Tuesday"":[""1100-1400"",""1730-2200""],""Wednesday"":[""1100-1400"",""1730-2200""],""Thursday"":[""1100-1400"",""1730-2200""],""Friday"":[""1100-1400"",""1730-2200""],""Saturday"":[""1100-1400"",""1730-2200""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/0c/ea/1e/ca/photo4jpg.jpg,Simei,"1.34270618908191,103.953024500209"
Eighteen Chefs,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5425384-Reviews-Eighteen_Chefs-Singapore.html,Asian,98,$$,"302 Singapore #04-02, Singapore 239695",6562720961,"{""Sunday"":[""1100-1400"",""1730-2200""],""Monday"":[""1100-1400"",""1730-2200""],""Tuesday"":[""1100-1400"",""1730-2200""],""Wednesday"":[""1100-1400"",""1730-2200""],""Thursday"":[""1100-1400"",""1730-2200""],""Friday"":[""1100-1400"",""1730-2200""],""Saturday"":[""1100-1400"",""1730-2200""]}",3,https://media-cdn.tripadvisor.com/media/photo-s/08/74/96/f5/photo0jpg.jpg,Simei,"1.30149264852924,103.836406753067"
Nando's,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5431064-Reviews-Nando_s_Tampines_Mall-Singapore.html,"Portuguese,Halal",42,$$,"4 Tampines Central 5 Tampines Mall #01-46 4 Tampines Central 5 Tampines Mall, Singapore 529510",6567895052,"{""Sunday"":[""1100-1400"",""1730-2200""],""Monday"":[""1100-1400"",""1730-2200""],""Tuesday"":[""1100-1400"",""1730-2200""],""Wednesday"":[""1100-1400"",""1730-2200""],""Thursday"":[""1100-1400"",""1730-2200""],""Friday"":[""1100-1400"",""1730-2200""],""Saturday"":[""1100-1400"",""1730-2200""]}",3.5,https://media-cdn.tripadvisor.com/media/photo-s/07/18/d3/7f/4-chicken-grilled-with.jpg,Tampines,"1.35250468330971,103.944682574769"
New Ubin Tampines,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d17885683-Reviews-New_Ubin_Tampines-Singapore.html,"Chinese,Steakhouse,Seafood",25,$$,"18 Tampines Industrial Crescent Space@Tampines #01-16, Singapore 528605",6597406870,"{""Sunday"":[""1100-1400"",""1730-2200""],""Monday"":[""1100-1400"",""1730-2200""],""Tuesday"":[""1100-1400"",""1730-2200""],""Wednesday"":[""1100-1400"",""1730-2200""],""Thursday"":[""1100-1400"",""1730-2200""],""Friday"":[""1100-1400"",""1730-2200""],""Saturday"":[""1100-1400"",""1730-2200""]}",3.5,https://media-cdn.tripadvisor.com/media/photo-s/1a/6b/65/34/chilli-crabs.jpg,Tampines,"1.37597556178563,103.929043001786"
Harry's Tampines,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d10674585-Reviews-Harry_s_Tampines-Singapore.html,"Bar,European,Asian",9,$$,"9 Tampines Grande, Singapore 528735",6563370657,"{""Sunday"":[""1130-2300""],""Monday"":[""1130-2300""],""Tuesday"":[""1130-2300""],""Wednesday"":[""1130-2300""],""Thursday"":[""1130-2300""],""Friday"":[""1130-2300""],""Saturday"":[""1130-2300""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/1c/20/c3/c4/asian-palate.jpg,Tampines,"1.35571330189513,103.941302004065"
Black Pot Taiwanese Cuisine,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d23064915-Reviews-Black_Pot_Taiwanese_Cuisine-Singapore.html,"Asian,Taiwanese",1,$,"Pasir Ris Central Hawker Centre #02-08, Singapore 519641",6596365970,"{""Sunday"":[""1130-2200""],""Monday"":[""1130-2200""],""Tuesday"":[""1130-2200""],""Wednesday"":[""1130-2200""],""Thursday"":[""1130-2200""],""Friday"":[""1130-2200""],""Saturday"":[""1130-2200""]}",5,https://media-cdn.tripadvisor.com/media/photo-s/1c/84/0d/fd/black-pot-taiwanese-cuisine.jpg,Pasir Ris,"1.37347252064326,103.951571342467"
